customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3744-ZBHON,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.01,2625.55,No
8221-HVAYI,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.27,147.15,No
7963-GQRMY,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,48.98,4913.3,No
5686-CMAWK,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.55,274.7,No
8146-QQKZH,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,53.21,310.6,No
1921-KYSAY,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.24,24.8,No
0959-WHOKV,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.83,1124.2,No
0613-WUXUM,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.61,5265.55,Yes
6281-FKEWS,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,64.97,75.8,No
6603-YRDCJ,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.29,900.5,No
0311-QYWSS,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.13,173.15,No
8701-DGLVH,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),108.59,2606.35,No
6388-TABGU,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.68,35.45,No
6646-JPPHA,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.56,387.2,No
1685-VAYJF,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.75,84.3,Yes
2190-PHBHR,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),73.77,1539.75,No
0280-XJGEX,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,43.63,1152.8,No
5161-UBZXI,Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),79.58,84.65,No
1862-QRWPE,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),35.77,1107.2,No
3623-FQBOX,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.28,8564.75,No
8069-RHUXK,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,104.04,7550.3,No
2307-FYNNL,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.36,1702.9,No
4248-QPAVC,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.35,3541.35,No
8229-BUJHX,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.49,299.7,No
4451-RWASJ,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),66.65,7279.35,No
3351-NQLDI,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),49.95,7028.5,No
0071-NDAFP,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.24,1495.1,No
5120-ZBLAI,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.24,2936.25,No
9084-OAYKL,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.58,6991.9,Yes
7361-YPXFS,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.05,5810.9,Yes
2697-NQBPF,Male,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),31.11,1316.9,No
8065-YKXKD,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,39.89,5737.6,No
7460-ITWWP,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.05,7099,No
0722-TROQR,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.72,637.55,Yes
1334-FJSVR,Male,0,Yes,Yes,22,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.41, ,Yes
6467-CHFZW,Male,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),47.94,5681.1,No
3049-NDXFL,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.93,3587.25,No
4111-BNXIF,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.23,7099,No
4632-XJMEX,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.47,5040.2,No
6921-OZMFH,Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.7,930.9,No
8221-HVAYI,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,83.23,19.85,No
9068-FHQHD,Male,1,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,44.69,3848,No
9492-TOKRI,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.19,1734.2,No
2181-TIDSV,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),52.44,298.45,No
4608-LCIMN,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.85,1454.15,No
9912-GVSEQ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.72,4630.2,No
6686-YPGHK,Male,1,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.42,2857.6,Yes
4760-THGOT,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),102.33,5025,No
5214-NLTIT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.13,2936.25,No
4608-LCIMN,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,2911.8,No
4549-ZDQYY,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),51.25,927.35,No
7733-UDMTP,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,19.19,5375.15,No
8091-TTVAX,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),19.9,1192.7,No
8224-KDLKN,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.56,221.35,No
6497-TILVL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.03,3650.35,No
8305-VHZBZ,Female,1,No,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.62,1932.75,No
6713-OKOMC,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,3650.35,No
9054-FOWNV,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,909.25,No
8167-GJLRN,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.8,894.3,No
4770-QAZXN,Female,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.53,1375.6,No
0112-QWPNC,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.39,1760.25,No
0709-TVGUR,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.13,20.2,No
9351-LZYGF,Male,0,Yes,No,70,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.04,2383.6,No
5161-XEUVX,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.29,20.2,Yes
1697-NVVGY,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),67.32,900.5,No
2514-GINMM,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.6,203.95,No
0699-NDKJM,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,20.61,326.8,No
7013-PSXHK,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.32,4138.7,No
0608-JDVEC,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.87,108.15,No
8639-NHQEI,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,75.07,8075.35,Yes
0486-HECZI,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.75,957.1,Yes
9420-LOJKX,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.69,2686.05,No
6217-KDYWC,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.92,1375.4,No
6603-YRDCJ,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,50.93,4746.05,No
8963-MQVYN,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,45.42,770.4,No
4529-CKBCL,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.78,659.45,No
7410-OIEDU,Female,0,Yes,Yes,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),38.94,834.7,No
0757-WCUUZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.45,638,No
7239-HZZCX,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.88,257.05,No
1485-YDHMM,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.96,1255.1,Yes
0266-GMEAO,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,6841.45,No
5948-UJZLF,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.55,244.1,No
5018-GWURO,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,1073.3,No
1066-JKSGK,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.33,49.05,No
3387-PLKUI,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.08,867.1,Yes
8800-ZKRFW,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.33,981.45,No
7926-IJOOU,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.57,5794.65,No
0336-KXKFK,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.7,2748.7,No
6234-RAAPL,Male,0,Yes,Yes,64,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),43.8,418.25,No
1543-LLLFT,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),35.18,1647,No
2077-MPJQO,Female,1,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,64.96,4693.2,No
2378-YIZKA,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,1837.7,No
5155-AZQPB,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),37.93,45.1,No
1602-IJQQE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.42,124.45,No
1453-RZFON,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,19.95,No
5919-TMRGD,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.59,1277.75,No
8627-ZYGSZ,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,19.32,2970.3,No
8984-EYLLL,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.58,6823.4,No
4184-TJFAN,Female,0,No,No,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.67,3139.8,No
9917-KWRBE,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.36,51.2,No
2833-SLKDQ,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.14,3548.3,No
2577-GVSIL,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),70.18,5958.85,No
4145-UQXUQ,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.75,3794.5,No
2251-PYLPB,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.32,3321.35,No
1976-AZZPJ,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.98,136.05,Yes
7817-BOQPW,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.51,3046.4,Yes
8840-DQLGN,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,61.7,No
0570-BFQHT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),21.47,2874.15,No
0557-ASKVU,Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.57,6139.5,No
8910-LEDAG,Male,0,No,No,21,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.99,563.65,No
0906-QVPMS,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,42.69,447.9,No
4554-YGZIH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,4614.55,No
7777-UNYHB,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.71,5960.5,No
4826-TZEVA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,91.64,20.2,No
3363-EWLGO,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.11,3491.55,No
2400-XIWIO,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.89,608.15,No
7594-RQHXR,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),99.14,4475.9,No
7337-CINUD,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.09,3824.2,No
6603-YRDCJ,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.73,2896.6,No
9972-EWRJS,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.88,91.7,No
1450-SKCVI,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),102.7,4014.6,No
1907-YLNYW,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.23,1359.5,No
2642-DTVCO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.83,1212.1,No
5155-AZQPB,Female,0,No,No,61,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.9,5124.6,No
9924-JPRMC,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.25,19.3,No
4795-KTRTH,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.97,1329.15,No
1057-FOGLZ,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,78.35,1233.65,No
7272-QDCKA,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.25,1766.75,Yes
7795-CFOCW,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.25,1110.05,No
7203-OYKCT,Male,0,No,No,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.99,20.2,No
5609-IMCGG,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.47,43.95,No
2603-HVKCG,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.57,81.7,No
7690-KPNCU,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.48,7099,No
8979-CAMGB,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.67,2936.25,Yes
9938-ZREHM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.76,3301.05,No
3797-VTIDR,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.43,1095.3,No
3845-FXCYS,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.11,1073.3,No
2150-OEGBV,Female,0,Yes,Yes,72,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,52.04,3092,No
5372-FBKBN,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),47.95,1709.15,No
2800-QQUSO,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.23,4830.25,No
1897-RCFUM,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.93,2431.95,No
7266-GSSJX,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),93.42,294.5,No
3836-FZSDJ,Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.47,2727.8,No
3831-YCPUO,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.92,69.2,No
0722-TROQR,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.36,400,No
9283-LZQOH,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.33,4346.4,No
9924-JPRMC,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.6,5886.85,Yes
4603-JANFB,Male,0,Yes,Yes,16,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),40.9,2440.15,No
0330-IVZHA,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.7,1424.6,No
5018-GWURO,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,95.23,6567.9,No
7621-VPNET,Female,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,37.96,673.2,No
9392-XBGTD,Female,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.16,5401.9,No
9708-HPXWZ,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.34,1521.2,No
5299-RULOA,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),87.49,244.1,No
1057-FOGLZ,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),40.37,242,No
3744-ZBHON,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.84,436.9,No
1937-OTUKY,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.77,6668.05,Yes
0690-SRQID,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.45,3959.35,No
1697-LYYYX,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.32,79.7,No
2880-FPNAE,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.67,7845.8,No
3640-PHQXK,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.64,4265,No
7029-RPUAV,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.57,2555.05,No
2219-MVUSO,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.41,153.95,No
9975-SKRNR,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.95,305.1,No
7817-BOQPW,Male,1,Yes,No,6,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.03,4136.4,No
0314-TKOSI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),98.59,7726.35,No
1349-WXNGG,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,63.9,4085.75,No
4628-WQCQQ,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.36,7430.75,No
1666-JXLKU,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.43,1454.15,No
8775-LHDJH,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,92.56,267.6,No
